user_id,k,metric,value,model
886e40a3888059444972108547fd2c65af827fc6,20,recall,0.045454545454545456,Popularity
886e40a3888059444972108547fd2c65af827fc6,20,ndcg,0.04105877938688906,Popularity
886e40a3888059444972108547fd2c65af827fc6,20,hit_rate,1.0,Popularity
230440b0dce5f5e44cb341bac8cd484635ef5ba3,5,precision,0.0,Popularity
230440b0dce5f5e44cb341bac8cd484635ef5ba3,5,recall,0.0,Popularity
230440b0dce5f5e44cb341bac8cd484635ef5ba3,5,ndcg,0.0,Popularity
230440b0dce5f5e44cb341bac8cd484635ef5ba3,5,hit_rate,0.0,Popularity
230440b0dce5f5e44cb341bac8cd484635ef5ba3,10,precision,0.0,Popularity
230440b0dce5f5e44cb341bac8cd484635ef5ba3,10,recall,0.0,Popularity
230440b0dce5f5e44cb341bac8cd484635ef5ba3,10,ndcg,0.0,Popularity
230440b0dce5f5e44cb341bac8cd484635ef5ba3,10,hit_rate,0.0,Popularity
230440b0dce5f5e44cb341bac8cd484635ef5ba3,20,precision,0.05,Popularity
230440b0dce5f5e44cb341bac8cd484635ef5ba3,20,recall,0.014084507042253521,Popularity
230440b0dce5f5e44cb341bac8cd484635ef5ba3,20,ndcg,0.035510009908414325,Popularity
230440b0dce5f5e44cb341bac8cd484635ef5ba3,20,hit_rate,1.0,Popularity
7f9a87f95cacd3730878dccfe26793dc4ce1ab4e,5,precision,0.0,Popularity
7f9a87f95cacd3730878dccfe26793dc4ce1ab4e,5,recall,0.0,Popularity
7f9a87f95cacd3730878dccfe26793dc4ce1ab4e,5,ndcg,0.0,Popularity
7f9a87f95cacd3730878dccfe26793dc4ce1ab4e,5,hit_rate,0.0,Popularity
7f9a87f95cacd3730878dccfe26793dc4ce1ab4e,10,precision,0.0,Popularity
7f9a87f95cacd3730878dccfe26793dc4ce1ab4e,10,recall,0.0,Popularity
7f9a87f95cacd3730878dccfe26793dc4ce1ab4e,10,ndcg,0.0,Popularity
7f9a87f95cacd3730878dccfe26793dc4ce1ab4e,10,hit_rate,0.0,Popularity
7f9a87f95cacd3730878dccfe26793dc4ce1ab4e,20,precision,0.0,Popularity
7f9a87f95cacd3730878dccfe26793dc4ce1ab4e,20,recall,0.0,Popularity
7f9a87f95cacd3730878dccfe26793dc4ce1ab4e,20,ndcg,0.0,Popularity
7f9a87f95cacd3730878dccfe26793dc4ce1ab4e,20,hit_rate,0.0,Popularity
40353a4df68b83d473a2c09ff2e52c688177ccd4,5,precision,0.0,Popularity
40353a4df68b83d473a2c09ff2e52c688177ccd4,5,recall,0.0,Popularity
40353a4df68b83d473a2c09ff2e52c688177ccd4,5,ndcg,0.0,Popularity
40353a4df68b83d473a2c09ff2e52c688177ccd4,5,hit_rate,0.0,Popularity
40353a4df68b83d473a2c09ff2e52c688177ccd4,10,precision,0.0,Popularity
40353a4df68b83d473a2c09ff2e52c688177ccd4,10,recall,0.0,Popularity
40353a4df68b83d473a2c09ff2e52c688177ccd4,10,ndcg,0.0,Popularity
40353a4df68b83d473a2c09ff2e52c688177ccd4,10,hit_rate,0.0,Popularity
40353a4df68b83d473a2c09ff2e52c688177ccd4,20,precision,0.05,Popularity
40353a4df68b83d473a2c09ff2e52c688177ccd4,20,recall,0.030303030303030304,Popularity
40353a4df68b83d473a2c09ff2e52c688177ccd4,20,ndcg,0.035510009908414325,Popularity
40353a4df68b83d473a2c09ff2e52c688177ccd4,20,hit_rate,1.0,Popularity
522bc4c6e9099075ca61604e3904e1a4fb891fd6,5,precision,0.8,Popularity
522bc4c6e9099075ca61604e3904e1a4fb891fd6,5,recall,0.12121212121212122,Popularity
522bc4c6e9099075ca61604e3904e1a4fb891fd6,5,ndcg,0.8687949224876582,Popularity
522bc4c6e9099075ca61604e3904e1a4fb891fd6,5,hit_rate,1.0,Popularity
522bc4c6e9099075ca61604e3904e1a4fb891fd6,10,precision,0.4,Popularity
522bc4c6e9099075ca61604e3904e1a4fb891fd6,10,recall,0.12121212121212122,Popularity
522bc4c6e9099075ca61604e3904e1a4fb891fd6,10,ndcg,0.5637884576902256,Popularity
522bc4c6e9099075ca61604e3904e1a4fb891fd6,10,hit_rate,1.0,Popularity
522bc4c6e9099075ca61604e3904e1a4fb891fd6,20,precision,0.2,Popularity
522bc4c6e9099075ca61604e3904e1a4fb891fd6,20,recall,0.12121212121212122,Popularity
522bc4c6e9099075ca61604e3904e1a4fb891fd6,20,ndcg,0.3638506620318613,Popularity
522bc4c6e9099075ca61604e3904e1a4fb891fd6,20,hit_rate,1.0,Popularity
0da4046d9937c790f3cfa4eef94cfc68b21d581f,5,precision,0.6,Popularity
0da4046d9937c790f3cfa4eef94cfc68b21d581f,5,recall,0.034482758620689655,Popularity
0da4046d9937c790f3cfa4eef94cfc68b21d581f,5,ndcg,0.6992148198508501,Popularity
0da4046d9937c790f3cfa4eef94cfc68b21d581f,5,hit_rate,1.0,Popularity
0da4046d9937c790f3cfa4eef94cfc68b21d581f,10,precision,0.4,Popularity
0da4046d9937c790f3cfa4eef94cfc68b21d581f,10,recall,0.04597701149425287,Popularity
0da4046d9937c790f3cfa4eef94cfc68b21d581f,10,ndcg,0.5321408435198608,Popularity
0da4046d9937c790f3cfa4eef94cfc68b21d581f,10,hit_rate,1.0,Popularity
0da4046d9937c790f3cfa4eef94cfc68b21d581f,20,precision,0.25,Popularity
0da4046d9937c790f3cfa4eef94cfc68b21d581f,20,recall,0.05747126436781609,Popularity
0da4046d9937c790f3cfa4eef94cfc68b21d581f,20,ndcg,0.38304739224546536,Popularity
0da4046d9937c790f3cfa4eef94cfc68b21d581f,20,hit_rate,1.0,Popularity
8317a59f11d3789e57133b49b1a9d3d85e5b9d55,5,precision,0.0,Popularity
8317a59f11d3789e57133b49b1a9d3d85e5b9d55,5,recall,0.0,Popularity
8317a59f11d3789e57133b49b1a9d3d85e5b9d55,5,ndcg,0.0,Popularity
8317a59f11d3789e57133b49b1a9d3d85e5b9d55,5,hit_rate,0.0,Popularity
8317a59f11d3789e57133b49b1a9d3d85e5b9d55,10,precision,0.0,Popularity
8317a59f11d3789e57133b49b1a9d3d85e5b9d55,10,recall,0.0,Popularity
8317a59f11d3789e57133b49b1a9d3d85e5b9d55,10,ndcg,0.0,Popularity
8317a59f11d3789e57133b49b1a9d3d85e5b9d55,10,hit_rate,0.0,Popularity
8317a59f11d3789e57133b49b1a9d3d85e5b9d55,20,precision,0.0,Popularity
8317a59f11d3789e57133b49b1a9d3d85e5b9d55,20,recall,0.0,Popularity
8317a59f11d3789e57133b49b1a9d3d85e5b9d55,20,ndcg,0.0,Popularity
8317a59f11d3789e57133b49b1a9d3d85e5b9d55,20,hit_rate,0.0,Popularity
094a6080e1ce6c6e059fad929aad6810789f15f4,5,precision,0.0,Popularity
094a6080e1ce6c6e059fad929aad6810789f15f4,5,recall,0.0,Popularity
094a6080e1ce6c6e059fad929aad6810789f15f4,5,ndcg,0.0,Popularity
094a6080e1ce6c6e059fad929aad6810789f15f4,5,hit_rate,0.0,Popularity
094a6080e1ce6c6e059fad929aad6810789f15f4,10,precision,0.1,Popularity
094a6080e1ce6c6e059fad929aad6810789f15f4,10,recall,0.011627906976744186,Popularity
094a6080e1ce6c6e059fad929aad6810789f15f4,10,ndcg,0.07336392209936005,Popularity
094a6080e1ce6c6e059fad929aad6810789f15f4,10,hit_rate,1.0,Popularity
094a6080e1ce6c6e059fad929aad6810789f15f4,20,precision,0.05,Popularity
094a6080e1ce6c6e059fad929aad6810789f15f4,20,recall,0.011627906976744186,Popularity
094a6080e1ce6c6e059fad929aad6810789f15f4,20,ndcg,0.04734667987788577,Popularity
094a6080e1ce6c6e059fad929aad6810789f15f4,20,hit_rate,1.0,Popularity
d0f568ead664ea25af0fff575f35942a52053ec4,5,precision,0.0,Popularity
d0f568ead664ea25af0fff575f35942a52053ec4,5,recall,0.0,Popularity
d0f568ead664ea25af0fff575f35942a52053ec4,5,ndcg,0.0,Popularity
d0f568ead664ea25af0fff575f35942a52053ec4,5,hit_rate,0.0,Popularity
d0f568ead664ea25af0fff575f35942a52053ec4,10,precision,0.0,Popularity
d0f568ead664ea25af0fff575f35942a52053ec4,10,recall,0.0,Popularity
d0f568ead664ea25af0fff575f35942a52053ec4,10,ndcg,0.0,Popularity
d0f568ead664ea25af0fff575f35942a52053ec4,10,hit_rate,0.0,Popularity
d0f568ead664ea25af0fff575f35942a52053ec4,20,precision,0.0,Popularity
d0f568ead664ea25af0fff575f35942a52053ec4,20,recall,0.0,Popularity
d0f568ead664ea25af0fff575f35942a52053ec4,20,ndcg,0.0,Popularity
d0f568ead664ea25af0fff575f35942a52053ec4,20,hit_rate,0.0,Popularity
760cc6bfd18704b850fb09ad1fa68caaa7a50fe0,5,precision,0.0,Popularity
760cc6bfd18704b850fb09ad1fa68caaa7a50fe0,5,recall,0.0,Popularity
760cc6bfd18704b850fb09ad1fa68caaa7a50fe0,5,ndcg,0.0,Popularity
760cc6bfd18704b850fb09ad1fa68caaa7a50fe0,5,hit_rate,0.0,Popularity
760cc6bfd18704b850fb09ad1fa68caaa7a50fe0,10,precision,0.2,Popularity
760cc6bfd18704b850fb09ad1fa68caaa7a50fe0,10,recall,0.011764705882352941,Popularity
760cc6bfd18704b850fb09ad1fa68caaa7a50fe0,10,ndcg,0.14201905717762703,Popularity
760cc6bfd18704b850fb09ad1fa68caaa7a50fe0,10,hit_rate,1.0,Popularity
760cc6bfd18704b850fb09ad1fa68caaa7a50fe0,20,precision,0.15,Popularity
760cc6bfd18704b850fb09ad1fa68caaa7a50fe0,20,recall,0.01764705882352941,Popularity
760cc6bfd18704b850fb09ad1fa68caaa7a50fe0,20,ndcg,0.12640463506037466,Popularity
760cc6bfd18704b850fb09ad1fa68caaa7a50fe0,20,hit_rate,1.0,Popularity
49f638e56b72532345ef40acacbe6d3e005b0c91,5,precision,0.2,Popularity
49f638e56b72532345ef40acacbe6d3e005b0c91,5,recall,0.025,Popularity
49f638e56b72532345ef40acacbe6d3e005b0c91,5,ndcg,0.16958010263680806,Popularity
49f638e56b72532345ef40acacbe6d3e005b0c91,5,hit_rate,1.0,Popularity
49f638e56b72532345ef40acacbe6d3e005b0c91,10,precision,0.1,Popularity
49f638e56b72532345ef40acacbe6d3e005b0c91,10,recall,0.025,Popularity
49f638e56b72532345ef40acacbe6d3e005b0c91,10,ndcg,0.11004588314904008,Popularity
49f638e56b72532345ef40acacbe6d3e005b0c91,10,hit_rate,1.0,Popularity
49f638e56b72532345ef40acacbe6d3e005b0c91,20,precision,0.05,Popularity
49f638e56b72532345ef40acacbe6d3e005b0c91,20,recall,0.025,Popularity
49f638e56b72532345ef40acacbe6d3e005b0c91,20,ndcg,0.07102001981682865,Popularity
49f638e56b72532345ef40acacbe6d3e005b0c91,20,hit_rate,1.0,Popularity
9acc688704bb3979120034ac3b138172094cced2,5,precision,0.2,Popularity
9acc688704bb3979120034ac3b138172094cced2,5,recall,0.013513513513513514,Popularity
9acc688704bb3979120034ac3b138172094cced2,5,ndcg,0.13120507751234178,Popularity
9acc688704bb3979120034ac3b138172094cced2,5,hit_rate,1.0,Popularity
9acc688704bb3979120034ac3b138172094cced2,10,precision,0.1,Popularity
9acc688704bb3979120034ac3b138172094cced2,10,recall,0.013513513513513514,Popularity
9acc688704bb3979120034ac3b138172094cced2,10,ndcg,0.08514311764162098,Popularity
9acc688704bb3979120034ac3b138172094cced2,10,hit_rate,1.0,Popularity
9acc688704bb3979120034ac3b138172094cced2,20,precision,0.05,Popularity
9acc688704bb3979120034ac3b138172094cced2,20,recall,0.013513513513513514,Popularity
9acc688704bb3979120034ac3b138172094cced2,20,ndcg,0.05494858807198588,Popularity
9acc688704bb3979120034ac3b138172094cced2,20,hit_rate,1.0,Popularity
003bfb50126f91f6389aaee733f5b3e0a8d5cbe0,5,precision,0.0,Popularity
003bfb50126f91f6389aaee733f5b3e0a8d5cbe0,5,recall,0.0,Popularity
003bfb50126f91f6389aaee733f5b3e0a8d5cbe0,5,ndcg,0.0,Popularity
003bfb50126f91f6389aaee733f5b3e0a8d5cbe0,5,hit_rate,0.0,Popularity
003bfb50126f91f6389aaee733f5b3e0a8d5cbe0,10,precision,0.0,Popularity
003bfb50126f91f6389aaee733f5b3e0a8d5cbe0,10,recall,0.0,Popularity
003bfb50126f91f6389aaee733f5b3e0a8d5cbe0,10,ndcg,0.0,Popularity
003bfb50126f91f6389aaee733f5b3e0a8d5cbe0,10,hit_rate,0.0,Popularity
003bfb50126f91f6389aaee733f5b3e0a8d5cbe0,20,precision,0.0,Popularity
003bfb50126f91f6389aaee733f5b3e0a8d5cbe0,20,recall,0.0,Popularity
003bfb50126f91f6389aaee733f5b3e0a8d5cbe0,20,ndcg,0.0,Popularity
003bfb50126f91f6389aaee733f5b3e0a8d5cbe0,20,hit_rate,0.0,Popularity
b3b6a1d4f00aebdae35d9b6bf7b45c9c4a6ac8de,5,precision,0.0,Popularity
b3b6a1d4f00aebdae35d9b6bf7b45c9c4a6ac8de,5,recall,0.0,Popularity
b3b6a1d4f00aebdae35d9b6bf7b45c9c4a6ac8de,5,ndcg,0.0,Popularity
b3b6a1d4f00aebdae35d9b6bf7b45c9c4a6ac8de,5,hit_rate,0.0,Popularity
b3b6a1d4f00aebdae35d9b6bf7b45c9c4a6ac8de,10,precision,0.0,Popularity
b3b6a1d4f00aebdae35d9b6bf7b45c9c4a6ac8de,10,recall,0.0,Popularity
b3b6a1d4f00aebdae35d9b6bf7b45c9c4a6ac8de,10,ndcg,0.0,Popularity
b3b6a1d4f00aebdae35d9b6bf7b45c9c4a6ac8de,10,hit_rate,0.0,Popularity
b3b6a1d4f00aebdae35d9b6bf7b45c9c4a6ac8de,20,precision,0.0,Popularity
b3b6a1d4f00aebdae35d9b6bf7b45c9c4a6ac8de,20,recall,0.0,Popularity
b3b6a1d4f00aebdae35d9b6bf7b45c9c4a6ac8de,20,ndcg,0.0,Popularity
b3b6a1d4f00aebdae35d9b6bf7b45c9c4a6ac8de,20,hit_rate,0.0,Popularity
3495146eed998bae5b51a35c7950d94317c679da,5,precision,0.0,Popularity
3495146eed998bae5b51a35c7950d94317c679da,5,recall,0.0,Popularity
3495146eed998bae5b51a35c7950d94317c679da,5,ndcg,0.0,Popularity
3495146eed998bae5b51a35c7950d94317c679da,5,hit_rate,0.0,Popularity
3495146eed998bae5b51a35c7950d94317c679da,10,precision,0.0,Popularity
3495146eed998bae5b51a35c7950d94317c679da,10,recall,0.0,Popularity
3495146eed998bae5b51a35c7950d94317c679da,10,ndcg,0.0,Popularity
3495146eed998bae5b51a35c7950d94317c679da,10,hit_rate,0.0,Popularity
3495146eed998bae5b51a35c7950d94317c679da,20,precision,0.0,Popularity
3495146eed998bae5b51a35c7950d94317c679da,20,recall,0.0,Popularity
3495146eed998bae5b51a35c7950d94317c679da,20,ndcg,0.0,Popularity
3495146eed998bae5b51a35c7950d94317c679da,20,hit_rate,0.0,Popularity
6e84de773a8a7627af0d4daf8155233e9391c5a4,5,precision,0.0,Popularity
6e84de773a8a7627af0d4daf8155233e9391c5a4,5,recall,0.0,Popularity
6e84de773a8a7627af0d4daf8155233e9391c5a4,5,ndcg,0.0,Popularity
6e84de773a8a7627af0d4daf8155233e9391c5a4,5,hit_rate,0.0,Popularity
6e84de773a8a7627af0d4daf8155233e9391c5a4,10,precision,0.0,Popularity
6e84de773a8a7627af0d4daf8155233e9391c5a4,10,recall,0.0,Popularity
6e84de773a8a7627af0d4daf8155233e9391c5a4,10,ndcg,0.0,Popularity
6e84de773a8a7627af0d4daf8155233e9391c5a4,10,hit_rate,0.0,Popularity
6e84de773a8a7627af0d4daf8155233e9391c5a4,20,precision,0.0,Popularity
6e84de773a8a7627af0d4daf8155233e9391c5a4,20,recall,0.0,Popularity
6e84de773a8a7627af0d4daf8155233e9391c5a4,20,ndcg,0.0,Popularity
6e84de773a8a7627af0d4daf8155233e9391c5a4,20,hit_rate,0.0,Popularity
a760b5f788977e9db04834e97c713c0964738c86,5,precision,0.4,Popularity
a760b5f788977e9db04834e97c713c0964738c86,5,recall,0.027777777777777776,Popularity
a760b5f788977e9db04834e97c713c0964738c86,5,ndcg,0.36005461457723403,Popularity
a760b5f788977e9db04834e97c713c0964738c86,5,hit_rate,1.0,Popularity
a760b5f788977e9db04834e97c713c0964738c86,10,precision,0.4,Popularity
a760b5f788977e9db04834e97c713c0964738c86,10,recall,0.05555555555555555,Popularity
a760b5f788977e9db04834e97c713c0964738c86,10,ndcg,0.37566986542073233,Popularity
a760b5f788977e9db04834e97c713c0964738c86,10,hit_rate,1.0,Popularity
a760b5f788977e9db04834e97c713c0964738c86,20,precision,0.2,Popularity
a760b5f788977e9db04834e97c713c0964738c86,20,recall,0.05555555555555555,Popularity
a760b5f788977e9db04834e97c713c0964738c86,20,ndcg,0.24244506494288146,Popularity
a760b5f788977e9db04834e97c713c0964738c86,20,hit_rate,1.0,Popularity
512056e0cd7f3a2b1a17c5cd8bfc293adf7d314f,5,precision,0.0,Popularity
512056e0cd7f3a2b1a17c5cd8bfc293adf7d314f,5,recall,0.0,Popularity
512056e0cd7f3a2b1a17c5cd8bfc293adf7d314f,5,ndcg,0.0,Popularity
512056e0cd7f3a2b1a17c5cd8bfc293adf7d314f,5,hit_rate,0.0,Popularity
512056e0cd7f3a2b1a17c5cd8bfc293adf7d314f,10,precision,0.0,Popularity
512056e0cd7f3a2b1a17c5cd8bfc293adf7d314f,10,recall,0.0,Popularity
512056e0cd7f3a2b1a17c5cd8bfc293adf7d314f,10,ndcg,0.0,Popularity
512056e0cd7f3a2b1a17c5cd8bfc293adf7d314f,10,hit_rate,0.0,Popularity
512056e0cd7f3a2b1a17c5cd8bfc293adf7d314f,20,precision,0.0,Popularity
512056e0cd7f3a2b1a17c5cd8bfc293adf7d314f,20,recall,0.0,Popularity
512056e0cd7f3a2b1a17c5cd8bfc293adf7d314f,20,ndcg,0.0,Popularity
512056e0cd7f3a2b1a17c5cd8bfc293adf7d314f,20,hit_rate,0.0,Popularity
1c3e959ee1f076fb87efd58e97d573792482e3fb,5,precision,0.0,Popularity
1c3e959ee1f076fb87efd58e97d573792482e3fb,5,recall,0.0,Popularity
1c3e959ee1f076fb87efd58e97d573792482e3fb,5,ndcg,0.0,Popularity
1c3e959ee1f076fb87efd58e97d573792482e3fb,5,hit_rate,0.0,Popularity
1c3e959ee1f076fb87efd58e97d573792482e3fb,10,precision,0.0,Popularity
1c3e959ee1f076fb87efd58e97d573792482e3fb,10,recall,0.0,Popularity
1c3e959ee1f076fb87efd58e97d573792482e3fb,10,ndcg,0.0,Popularity
1c3e959ee1f076fb87efd58e97d573792482e3fb,10,hit_rate,0.0,Popularity
1c3e959ee1f076fb87efd58e97d573792482e3fb,20,precision,0.0,Popularity
1c3e959ee1f076fb87efd58e97d573792482e3fb,20,recall,0.0,Popularity
1c3e959ee1f076fb87efd58e97d573792482e3fb,20,ndcg,0.0,Popularity
1c3e959ee1f076fb87efd58e97d573792482e3fb,20,hit_rate,0.0,Popularity
3572f34d55ea4cefcc3261601e800d2bde39b8b9,5,precision,0.0,Popularity
3572f34d55ea4cefcc3261601e800d2bde39b8b9,5,recall,0.0,Popularity
3572f34d55ea4cefcc3261601e800d2bde39b8b9,5,ndcg,0.0,Popularity
3572f34d55ea4cefcc3261601e800d2bde39b8b9,5,hit_rate,0.0,Popularity
3572f34d55ea4cefcc3261601e800d2bde39b8b9,10,precision,0.0,Popularity
3572f34d55ea4cefcc3261601e800d2bde39b8b9,10,recall,0.0,Popularity
3572f34d55ea4cefcc3261601e800d2bde39b8b9,10,ndcg,0.0,Popularity
3572f34d55ea4cefcc3261601e800d2bde39b8b9,10,hit_rate,0.0,Popularity
3572f34d55ea4cefcc3261601e800d2bde39b8b9,20,precision,0.0,Popularity
3572f34d55ea4cefcc3261601e800d2bde39b8b9,20,recall,0.0,Popularity
3572f34d55ea4cefcc3261601e800d2bde39b8b9,20,ndcg,0.0,Popularity
3572f34d55ea4cefcc3261601e800d2bde39b8b9,20,hit_rate,0.0,Popularity
c918953d1b79d9464c5b881df6f74c7192f85e37,5,precision,0.0,Popularity
c918953d1b79d9464c5b881df6f74c7192f85e37,5,recall,0.0,Popularity
c918953d1b79d9464c5b881df6f74c7192f85e37,5,ndcg,0.0,Popularity
c918953d1b79d9464c5b881df6f74c7192f85e37,5,hit_rate,0.0,Popularity
c918953d1b79d9464c5b881df6f74c7192f85e37,10,precision,0.0,Popularity
c918953d1b79d9464c5b881df6f74c7192f85e37,10,recall,0.0,Popularity
c918953d1b79d9464c5b881df6f74c7192f85e37,10,ndcg,0.0,Popularity
c918953d1b79d9464c5b881df6f74c7192f85e37,10,hit_rate,0.0,Popularity
c918953d1b79d9464c5b881df6f74c7192f85e37,20,precision,0.0,Popularity
c918953d1b79d9464c5b881df6f74c7192f85e37,20,recall,0.0,Popularity
c918953d1b79d9464c5b881df6f74c7192f85e37,20,ndcg,0.0,Popularity
c918953d1b79d9464c5b881df6f74c7192f85e37,20,hit_rate,0.0,Popularity
f3ec411bc5d5307cd473962d31f3e3942d593568,5,precision,0.0,Popularity
f3ec411bc5d5307cd473962d31f3e3942d593568,5,recall,0.0,Popularity
f3ec411bc5d5307cd473962d31f3e3942d593568,5,ndcg,0.0,Popularity
f3ec411bc5d5307cd473962d31f3e3942d593568,5,hit_rate,0.0,Popularity
f3ec411bc5d5307cd473962d31f3e3942d593568,10,precision,0.1,Popularity
f3ec411bc5d5307cd473962d31f3e3942d593568,10,recall,0.02857142857142857,Popularity
f3ec411bc5d5307cd473962d31f3e3942d593568,10,ndcg,0.07336392209936005,Popularity
f3ec411bc5d5307cd473962d31f3e3942d593568,10,hit_rate,1.0,Popularity
f3ec411bc5d5307cd473962d31f3e3942d593568,20,precision,0.05,Popularity
f3ec411bc5d5307cd473962d31f3e3942d593568,20,recall,0.02857142857142857,Popularity
