model,user_id,ils,genre_cov,rec_list
popularity,9ab912b6250310a5c9faabc70eee5fca822f118b,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,40353a4df68b83d473a2c09ff2e52c688177ccd4,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,522bc4c6e9099075ca61604e3904e1a4fb891fd6,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,0da4046d9937c790f3cfa4eef94cfc68b21d581f,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,8317a59f11d3789e57133b49b1a9d3d85e5b9d55,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,094a6080e1ce6c6e059fad929aad6810789f15f4,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,d0f568ead664ea25af0fff575f35942a52053ec4,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,760cc6bfd18704b850fb09ad1fa68caaa7a50fe0,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,49f638e56b72532345ef40acacbe6d3e005b0c91,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,9acc688704bb3979120034ac3b138172094cced2,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,003bfb50126f91f6389aaee733f5b3e0a8d5cbe0,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,b3b6a1d4f00aebdae35d9b6bf7b45c9c4a6ac8de,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,3495146eed998bae5b51a35c7950d94317c679da,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,6e84de773a8a7627af0d4daf8155233e9391c5a4,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,a760b5f788977e9db04834e97c713c0964738c86,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,512056e0cd7f3a2b1a17c5cd8bfc293adf7d314f,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,1c3e959ee1f076fb87efd58e97d573792482e3fb,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,3572f34d55ea4cefcc3261601e800d2bde39b8b9,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,ef13d25188f9115b15b5a3c6daaee9a53d4141a8,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,c918953d1b79d9464c5b881df6f74c7192f85e37,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,f3ec411bc5d5307cd473962d31f3e3942d593568,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,2ffdc5a8f20a2f5d7896033ecd7922105fa12568,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,4db1fa22fe329c5f800f53d9ef8ecf508e3ea632,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,f8cc7213ab64ef03887e1eb5851bef250da3150d,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,38e2b4b2a6c8f51ba817d528e15f92c6b775768f,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,27391f924e4bc2e042cc3f309867d8a21ceba42b,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,a6d7e5540033b4ad9fabb300af6ecd12c16332dc,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,47d03ea94d284fd2c8e6ad023aedbe4a494e5f33,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,4347e631ea0054a96b62daad0f68c1d103586576,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,c5b42e5997fca71fdd9b29bca95819b8012336fc,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,969953c33cdaa2e531fec3d100f67f6016bc25c6,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,3eefe7b7470e57da3b115a4462cbacc52592a1dc,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,990e71f42d61f331bdc89102244cb6a73e5e8afe,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,33a8a80375e4cd0083cad6861206e8c908143df2,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,b64e37edea6d1d8ef0b17ad30c8c4f00196fad23,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,f48814eed8605a0692750465dbfb6bf4fcfff6c7,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,7fd8e39630306359348478fdc42b2a98a1f77057,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,122582f3c54f78d5c52fbdeb1065720922a6276f,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,0b2b4a0fd17b4cadf54517721fe60babd0ffdb25,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,b3d597c14af48d257d0ea21546567f9783384ab3,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,d2ab7281c8977a28295ecc73aea842b24fe42970,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,26e57f12d46c0fd0d44c701f3fce5a3aec01b960,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,dbd180103c8a1740376608adfa80769f1a8ae6d2,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,4caecb188257c7f640fead9ec1c4c619c6f65012,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,97521424ba3c39973e40addb203ce74e3796d577,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,bbd6d6c63509716bb9f0ca7dc9016aafc1c6a815,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,a63d98ed1faf337cc7eeced48865d99043b8994a,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,5dc308ae36724e78b731c3a38ba745965dbf8523,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,702f96ca26de06df209a980b7dc7f030f525d511,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,ff718138c84b76bfc82feaac6d02a8bf60d9453b,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,84614d40366079785e99cd3fc554bd2051857663,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,01e4a34ce968e0e78bb96f05f7314c6effbf5604,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,04b77a3ea6c11577e808d36148b2d85d993899db,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,64264c931ad4edc4ec3f362219ddc55af59b2b18,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,58f9664c02ab03b858534f02baee32fdc8edf740,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,f46cc8b60ab17e5203ded52722680fde1b47ac05,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,b3c31d123861cb7f43335cfd1db2ac00273d08dd,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,9f5931eea7439e982fbc10955b20f5765b422209,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,86497a13949af71ec9b4a0e22254004f57d78be9,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,a695e43383b2f2e7728a5c7865ca908c1785d6b4,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
popularity,aa7a8a71d2bce01e593005250ff266a9d77f2cdb,,1,"SOBONKR12A58A7A7E0,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFRQTD12A81C233C0,SOAXGDH12A8C13F8A1,SOEGIYH12A6D4FC0E3,SONYKOW12AB01849C9,SOPUCYA12A8C13A694,SOUFTBI12AB0183F65,SOOFYTN12A6D4F9B35"
